idocc_1,occ_1,idocc_2,occ_2,Cosine,Motyka,Ruzicka,Jaccard
1330,Information and communications technology service managers,2511,Systems analysts,0.09122666488784359,0.08155559750802432,0.08879753340185002,0.02767642899370648
1330,Information and communications technology service managers,2512,Software developers,0.040437821860047296,0.03815398674891479,0.039667458432304153,0.006562980843832444
1330,Information and communications technology service managers,2513,Web and multimedia developers,0.041812673936129086,0.042857142857142816,0.04477611940298513,0.010732752767961706
1330,Information and communications technology service managers,2514,Applications programmers,0.025364710393343648,0.0390154298310067,0.040599434207508285,0.01130468272127938
1330,Information and communications technology service managers,2519,Software and applications developers and analysts not elsewhere classified,0.02075633382899611,0.036883243771372975,0.03829571392340862,0.007500043348996677
1330,Information and communications technology service managers,2521,Database designers and administrators,0.004782252059818637,0.023762792653862275,0.02434120772599991,0.002297688795387498
1330,Information and communications technology service managers,2522,Systems administrators,0.02303379552508833,0.04044035048303696,0.04214469679232034,0.007427036162933165
1330,Information and communications technology service managers,2523,Computer network professionals,0.017570047838158187,0.04790736395973638,0.050317965023847396,0.007583187453152562
1330,Information and communications technology service managers,2529,Database and network professionals not elsewhere classified,0.07544158335724649,0.07888486767699587,0.08564061636687345,0.03747188735020801
1330,Information and communications technology service managers,3511,Information and communications technology operations technicians,0.020134087850603666,0.036123853211009305,0.037477691850089284,0.010160056014673846
1330,Information and communications technology service managers,3512,Information and communications technology user support technicians,0.07596912060095518,0.07245354034344798,0.07811311184377387,0.025015150209560688
1330,Information and communications technology service managers,3513,Computer network and systems technicians,0.023692981443361516,0.051661103163249456,0.054475360375460996,0.009650533154049512
1330,Information and communications technology service managers,3514,Web technicians,0.0288339194663616,0.0345600217273232,0.03579717279696188,0.014452496176352136
1330,Information and communications technology service managers,3521,Broadcasting and audio-visual technicians,0.010728677814797027,0.012351778656126466,0.01250625312656329,0.002708722962898258
1330,Information and communications technology service managers,3522,Telecommunications engineering technicians,0.003299851005988952,0.004093859211183104,0.004110687788249452,0.0010056170293817335
2511,Systems analysts,2512,Software developers,0.23600316405818678,0.14312267657992483,0.1670281995661601,0.1052063385983637
2511,Systems analysts,2513,Web and multimedia developers,0.09258386307542954,0.08382991617008329,0.09150038584500073,0.04772495556377454
2511,Systems analysts,2514,Applications programmers,0.047993862300675594,0.07242313802448408,0.07807777553898869,0.020597994131000386
2511,Systems analysts,2519,Software and applications developers and analysts not elsewhere classified,0.11573111949028181,0.08844553504747643,0.09702715355805262,0.059318304215140505
2511,Systems analysts,2521,Database designers and administrators,0.039925051013193325,0.052918904640311126,0.05587579025660113,0.009275802402258115
2511,Systems analysts,2522,Systems administrators,0.08623909254029194,0.07889697433933385,0.08565488565488584,0.04481613147619179
2511,Systems analysts,2523,Computer network professionals,0.07236814099313893,0.07793090062111796,0.08451741921902972,0.03237159192931105
2511,Systems analysts,2529,Database and network professionals not elsewhere classified,0.10996830332384366,0.10355329949238679,0.1155152887882219,0.042224484130655715
2511,Systems analysts,3511,Information and communications technology operations technicians,0.03538792290520709,0.04627365752060164,0.04851879984808214,0.010927922963492542
2511,Systems analysts,3512,Information and communications technology user support technicians,0.10285617979977724,0.0940674522551802,0.10383494056963456,0.05388867295660216
2511,Systems analysts,3513,Computer network and systems technicians,0.07524294157773215,0.07329680554119711,0.0790941543953594,0.03546982368294982
2511,Systems analysts,3514,Web technicians,0.03544280448416626,0.044420001692190625,0.04648485921728363,0.011939993014583483
2511,Systems analysts,3521,Broadcasting and audio-visual technicians,0.030848356509359576,0.017334627652197843,0.017640417725091763,0.0153827845043768
2511,Systems analysts,3522,Telecommunications engineering technicians,0.012484106577681398,0.005629045876724081,0.005660911406736495,0.006276587092508112
2512,Software developers,2513,Web and multimedia developers,0.27227630793950497,0.1813471502590679,0.22151898734177222,0.13737699207524323
2512,Software developers,2514,Applications programmers,0.14068567195237058,0.12177307643873558,0.13865787209635816,0.03752032648265469
2512,Software developers,2519,Software and applications developers and analysts not elsewhere classified,0.1568086423045283,0.10872523816724611,0.12198846284356993,0.056267139990245796
2512,Software developers,2521,Database designers and administrators,0.05606756058972351,0.06409212515993878,0.06848123291076313,0.006876002157477634
2512,Software developers,2522,Systems administrators,0.1625344631380241,0.11244143675169194,0.1266862170087979,0.06553086134817565
2512,Software developers,2523,Computer network professionals,0.05809962129458812,0.06720572640509015,0.07204774761972445,0.01593272241139243
2512,Software developers,2529,Database and network professionals not elsewhere classified,0.09522038784687381,0.07707032875572184,0.08350617729281287,0.020637756959029696
2512,Software developers,3511,Information and communications technology operations technicians,0.040654173702388885,0.04056501267656609,0.04228010570026431,0.006871770160018831
2512,Software developers,3512,Information and communications technology user support technicians,0.09618884487054835,0.09189723320158161,0.10119695321001104,0.03764816776214153
2512,Software developers,3513,Computer network and systems technicians,0.10740694254786565,0.0717488789237668,0.0772946859903383,0.03273747190979737
2512,Software developers,3514,Web technicians,0.06576667945943981,0.08190749530853347,0.08921486112781071,0.012409405634584814
2512,Software developers,3521,Broadcasting and audio-visual technicians,0.062460177900895086,0.02336553583464418,0.02392454566367623,0.02863101706834492
2512,Software developers,3522,Telecommunications engineering technicians,0.053237038090712674,0.010124252185918281,0.01022780102278016,0.021430086993422304
2513,Web and multimedia developers,2514,Applications programmers,0.07979594951530178,0.11981627296587916,0.13612643506783978,0.031050544025753357
2513,Web and multimedia developers,2519,Software and applications developers and analysts not elsewhere classified,0.0781093380653799,0.10441830896376358,0.11659272404614049,0.03690305757234824
2513,Web and multimedia developers,2521,Database designers and administrators,0.021043253733340594,0.06077815369743844,0.06471117972468814,0.004132513732780008
2513,Web and multimedia developers,2522,Systems administrators,0.06141206627818785,0.083933179410567,0.09162342475908103,0.030416718828242262
2513,Web and multimedia developers,2523,Computer network professionals,0.03774238511407957,0.06562370206285473,0.07023262705586031,0.014999286226996311
2513,Web and multimedia developers,2529,Database and network professionals not elsewhere classified,0.08074038598444755,0.08260646485377143,0.09004474272930667,0.026823351372354587
2513,Web and multimedia developers,3511,Information and communications technology operations technicians,0.008597357120905369,0.03215272544586789,0.033220866856994616,0.002269817571587507
2513,Web and multimedia developers,3512,Information and communications technology user support technicians,0.05052947782309436,0.08191630933017957,0.08922531808664864,0.024858556053568792
2513,Web and multimedia developers,3513,Computer network and systems technicians,0.0381714821575464,0.06401699029126262,0.0683954619124799,0.016183968047958408
2513,Web and multimedia developers,3514,Web technicians,0.25056533551480686,0.18608377203021342,0.22862767154105737,0.07810590197051204
2513,Web and multimedia developers,3521,Broadcasting and audio-visual technicians,0.025506334001949793,0.023244552058110823,0.023797719385225617,0.012917265184486437
2513,Web and multimedia developers,3522,Telecommunications engineering technicians,0.024691499868977007,0.009440993788820018,0.009530975670930536,0.012203700235166481
2514,Applications programmers,2519,Software and applications developers and analysts not elsewhere classified,0.036198832515937474,0.10363790186125221,0.11562057574327529,0.01735276164745614
2514,Applications programmers,2521,Database designers and administrators,0.005081516553657295,0.04980167474658426,0.05241187384044534,0.0018963606069664074
2514,Applications programmers,2522,Systems administrators,0.026635504853569025,0.06664216587039051,0.07140044625278918,0.011934856783332393
2514,Applications programmers,2523,Computer network professionals,0.017964753628663677,0.06905147700361502,0.07417324943098151,0.009048680507236728
2514,Applications programmers,2529,Database and network professionals not elsewhere classified,0.024744658250425378,0.06499119577397139,0.06950864577983236,0.012236303751715694
2514,Applications programmers,3511,Information and communications technology operations technicians,0.015387015768771661,0.046222323670394805,0.04846236687806635,0.00696249044442554
2514,Applications programmers,3512,Information and communications technology user support technicians,0.032115569833386814,0.07629247653047744,0.08259375894646447,0.014458317202220461
2514,Applications programmers,3513,Computer network and systems technicians,0.02777056110574372,0.07805735930735958,0.08466617754952317,0.013886943548873987
2514,Applications programmers,3514,Web technicians,0.016488850449129178,0.06070455022017174,0.06462774863265998,0.00780170428374094
2514,Applications programmers,3521,Broadcasting and audio-visual technicians,0.013068727381754686,0.022515212981744415,0.0230338244449056,0.004924156358778298
2514,Applications programmers,3522,Telecommunications engineering technicians,0.01801087461300288,0.008082901554404276,0.008148767237776851,0.0077892713246245915
2519,Software and applications developers and analysts not elsewhere classified,2521,Database designers and administrators,0.01137446072614512,0.07447083118224096,0.08046297587505245,0.0032749766554781568
2519,Software and applications developers and analysts not elsewhere classified,2522,Systems administrators,0.04596722867777869,0.08690563277249486,0.09517705495914136,0.023237652419773824
2519,Software and applications developers and analysts not elsewhere classified,2523,Computer network professionals,0.10396570821688034,0.11859596713965681,0.13455346551431988,0.05248294996513403
2519,Software and applications developers and analysts not elsewhere classified,2529,Database and network professionals not elsewhere classified,0.03724565430192894,0.07666129321153492,0.08302618816682845,0.01626712885934889
2519,Software and applications developers and analysts not elsewhere classified,3511,Information and communications technology operations technicians,0.07732562852334612,0.08218993812214126,0.08955005129708352,0.029396214754053074
2519,Software and applications developers and analysts not elsewhere classified,3512,Information and communications technology user support technicians,0.04206849382636735,0.09109863672814789,0.1002293982706902,0.021240674700772066
2519,Software and applications developers and analysts not elsewhere classified,3513,Computer network and systems technicians,0.2138967992500267,0.14149076517150394,0.1648098348059934,0.11756599724390704
2519,Software and applications developers and analysts not elsewhere classified,3514,Web technicians,0.013856784427746294,0.05736906211936654,0.060860576301847887,0.0055285749030379305
2519,Software and applications developers and analysts not elsewhere classified,3521,Broadcasting and audio-visual technicians,0.024285760675202384,0.03553581343697931,0.03684513529073118,0.01114269863309958
2519,Software and applications developers and analysts not elsewhere classified,3522,Telecommunications engineering technicians,0.04086101608522319,0.01744352301973129,0.017753201396973242,0.020355496823601382
2521,Database designers and administrators,2522,Systems administrators,0.04365480794712828,0.07597233246399782,0.0822186771382993,0.011116068154844783
2521,Database designers and administrators,2523,Computer network professionals,0.02340305738493531,0.08261320428620833,0.09005275056518475,0.008452368058758264
2521,Database designers and administrators,2529,Database and network professionals not elsewhere classified,0.011308956366746337,0.053916349809886244,0.056988988023470945,0.004820541633666409
2521,Database designers and administrators,3511,Information and communications technology operations technicians,0.0028689875023500955,0.030048842641749784,0.030979748221127573,0.0013593921904069273
2521,Database designers and administrators,3512,Information and communications technology user support technicians,0.010807809072876151,0.05791458814940997,0.061474880537259545,0.002740588109908404
2521,Database designers and administrators,3513,Computer network and systems technicians,0.007345603957618296,0.05628727634194863,0.05964450296247538,0.0024383782516639307
2521,Database designers and administrators,3514,Web technicians,0.009883190322743651,0.046301746125171905,0.04854968113556892,0.004506316591365467
2521,Database designers and administrators,3521,Broadcasting and audio-visual technicians,0.04772156898559754,0.030970282849982156,0.03196009606502868,0.009334366127935367
2521,Database designers and administrators,3522,Telecommunications engineering technicians,0.00805348865683031,0.0072979383324210945,0.00735158978129021,0.0019216553986851626
2522,Systems administrators,2523,Computer network professionals,0.19967715868880642,0.16456348184393532,0.19697903822441457,0.0997356130044883
2522,Systems administrators,2529,Database and network professionals not elsewhere classified,0.11561757028624864,0.11620495219416516,0.1314840499306518,0.04768745507023153
2522,Systems administrators,3511,Information and communications technology operations technicians,0.028771628482018308,0.04315108759553221,0.04509707544851321,0.00960367478898494
2522,Systems administrators,3512,Information and communications technology user support technicians,0.19134431821350906,0.16287982480153385,0.194571615434925,0.10579232036796204
2522,Systems administrators,3513,Computer network and systems technicians,0.11410830587356902,0.12081289418360175,0.137414315319624,0.057033808668171315
2522,Systems administrators,3514,Web technicians,0.010126976678426658,0.03760370649714462,0.039072995969547754,0.0036437257956078994
2522,Systems administrators,3521,Broadcasting and audio-visual technicians,0.011647214983088294,0.015193665739353657,0.015428074750108677,0.005614240174118379
2522,Systems administrators,3522,Telecommunications engineering technicians,0.029669515188815443,0.008318739054290814,0.008388520971302441,0.015026812926789646
2523,Computer network professionals,2529,Database and network professionals not elsewhere classified,0.06524028196852616,0.09729685045879133,0.10778388278388283,0.0324542898302439
2523,Computer network professionals,3511,Information and communications technology operations technicians,0.10127662625290856,0.07423789599521824,0.08019111570247947,0.04637322619589623
2523,Computer network professionals,3512,Information and communications technology user support technicians,0.12829201478576346,0.14889757186715058,0.17494671257583236,0.06200508103051516
2523,Computer network professionals,3513,Computer network and systems technicians,0.15786909855069153,0.16540385989992878,0.1981843096951013,0.0851573328008649
2523,Computer network professionals,3514,Web technicians,0.027601072407093752,0.04988513291762353,0.05250431778929195,0.012849207265942852
2523,Computer network professionals,3521,Broadcasting and audio-visual technicians,0.17761257532840724,0.05051842047209365,0.05320631970260231,0.07424281259344678
2523,Computer network professionals,3522,Telecommunications engineering technicians,0.04631490692918261,0.016711833785004737,0.016995865870463967,0.02087207949383718
2529,Database and network professionals not elsewhere classified,3511,Information and communications technology operations technicians,0.034457870546728886,0.051495793081957064,0.05429158110882971,0.01697064537017179
2529,Database and network professionals not elsewhere classified,3512,Information and communications technology user support technicians,0.06983554763882405,0.08756552376041948,0.09596910906008682,0.028356368903504015
2529,Database and network professionals not elsewhere classified,3513,Computer network and systems technicians,0.05679582250062587,0.07674864817721994,0.0831286604949936,0.02716261537182274
2529,Database and network professionals not elsewhere classified,3514,Web technicians,0.024141723890792166,0.043564501910079545,0.04554881327290893,0.012094220013653234
2529,Database and network professionals not elsewhere classified,3521,Broadcasting and audio-visual technicians,0.009178188431444134,0.01010661928031975,0.010209805901492211,0.0029557365315026063
2529,Database and network professionals not elsewhere classified,3522,Telecommunications engineering technicians,0.014328001282125857,0.004157770536015626,0.004175129767546833,0.0054449936960748735
3511,Information and communications technology operations technicians,3512,Information and communications technology user support technicians,0.06757199712257667,0.0882985452245415,0.09685028444567792,0.02293497817814938
3511,Information and communications technology operations technicians,3513,Computer network and systems technicians,0.08206825358565928,0.09839668994052242,0.10913523590993841,0.03512572879411102
3511,Information and communications technology operations technicians,3514,Web technicians,0.004456097334083253,0.022874493927125816,0.023409985498239094,0.0022191144838742405
3511,Information and communications technology operations technicians,3521,Broadcasting and audio-visual technicians,0.010777924637280667,0.024468892261001463,0.02508263659342797,0.0028231014327083637
3511,Information and communications technology operations technicians,3522,Telecommunications engineering technicians,0.0032903663089229873,0.007354364234565591,0.007408851627997662,0.0010369578739645169
3512,Information and communications technology user support technicians,3513,Computer network and systems technicians,0.14906038346555062,0.15654169854628963,0.18559506531204667,0.075954849887514
3512,Information and communications technology user support technicians,3514,Web technicians,0.022687866035712267,0.051376569519640425,0.05415907710989685,0.00822790096378101
3512,Information and communications technology user support technicians,3521,Broadcasting and audio-visual technicians,0.026620635517293434,0.030198870611342854,0.031139240506329147,0.012907075217491681
3512,Information and communications technology user support technicians,3522,Telecommunications engineering technicians,0.047721529231338544,0.016129032258064502,0.016393442622950838,0.024384732587869995
3513,Computer network and systems technicians,3514,Web technicians,0.012737709396593466,0.04007050528789613,0.041743175419268023,0.005614905337998688
3513,Computer network and systems technicians,3521,Broadcasting and audio-visual technicians,0.026225638286101582,0.041260891850333326,0.043036621224271626,0.011001662430972003
3513,Computer network and systems technicians,3522,Telecommunications engineering technicians,0.04574082369810151,0.01738214379773495,0.017689627445725022,0.0216013128531668
3514,Web technicians,3521,Broadcasting and audio-visual technicians,0.10313141120541403,0.030588624338624193,0.03155381204161695,0.030479186318581597
3514,Web technicians,3522,Telecommunications engineering technicians,0.00359369347496874,0.005047955577990981,0.005073566717402341,0.0012323028890156573
3521,Broadcasting and audio-visual technicians,3522,Telecommunications engineering technicians,0.04417752432240252,0.08689138576779032,0.09515996718621823,0.02199775533108872
